_ts|_flag|symbol|sector|exchange|country
0|+|ALSPW.PA|Healthcare|Paris|France
0|+|STJ|Healthcare|NYSE|United States
0|+|STNT.PA|Healthcare|Paris|France
0|+|STXS|Healthcare|NasdaqCM|United States
0|+|STE|Healthcare|NYSE|United Kingdom
0|+|STIL.ST|Healthcare|Stockholm|Sweden
0|+|SBS.DE|Healthcare|XETRA|Germany
0|+|SYK.DE|Healthcare|XETRA|United States
0|+|SYK|Healthcare|NYSE|United States
0|+|SNDZ|Healthcare|Other OTC|United States
0|+|SSH|Healthcare|NasdaqCM|United States
0|+|SUN.L|Healthcare|LSE|United Kingdom
0|+|SGLN|Healthcare|Other OTC|United States
0|+|ELOS|Healthcare|NasdaqGS|Israel
0|+|TBS.MI|Healthcare|Milan|Italy
0|+|TSNI|Healthcare|Other OTC|United States
0|+|SPNC|Healthcare|NasdaqGS|United States
0|+|ALTHE.PA|Healthcare|Paris|France
0|+|TLT.V|Healthcare|TSXV|Canada
0|+|KOOL|Healthcare|NasdaqCM|United States
0|+|TMD.TO|Healthcare|Toronto|Canada
0|+|TMD.TO|Healthcare|Toronto|Canada
0|+|TRU.NZ|Healthcare|NZSE|New Zealand
0|+|UBI.AX|Healthcare|ASX|Australia
0|+|ULGX|Healthcare|Other OTC|United States
0|+|UCM.AX|Healthcare|ASX|Australia
0|+|VAR|Healthcare|NYSE|United States
0|+|VASC|Healthcare|NasdaqGS|United States
0|+|VASO|Healthcare|Other OTC|United States
0|+|VRS.V|Healthcare|TSXV|Canada
0|+|VRAY|Healthcare|NasdaqGM|United States
0|+|ALVMG.PA|Healthcare|Paris|France
0|+|VSUL|Healthcare|Other OTC|United States
0|+|WLSI|Healthcare|Other OTC|United States
0|+|WDH.CO|Healthcare|Copenhagen|Denmark
0|+|WNDM|Healthcare|Other OTC|United States
0|+|WMGI|Healthcare|NasdaqGS|Netherlands
0|+|ZMS.V|Healthcare|TSXV|Canada
0|+|ZLTQ|Healthcare|NasdaqGS|United States
0|+|ZBH|Healthcare|NYSE|United States
0|+|ZYXI|Healthcare|Other OTC|United States
0|+|MLABC.PA|Services|Paris|Switzerland
0|+|API.AX|Services|ASX|Australia
0|+|BLC.PA|Services|Paris|France
0|+|BOMI.MI|Services|Milan|Italy
0|+|EBM.V|Services|TSXV|Canada
0|+|EBO.AX|Services|ASX|Australia
0|+|EBO.NZ|Services|NZSE|Australia
0|+|HSIC|Services|NasdaqGS|United States
0|+|MNX.V|Services|TSXV|Canada
0|+|OMI|Services|NYSE|United States
0|+|OMI.TO|Services|Toronto|Chile
0|+|PGC.AX|Services|ASX|Australia
0|+|PDCO|Services|NasdaqGS|United States
0|+|PMC|Services|NYSE|United States
0|+|PFRM9.SA|Services|Sao Paolo|Brazil
0|+|SIP.AX|Services|ASX|Australia
0|+|1099.HK|Services|HKSE|China
0|+|SNYR|Services|OTC BB|United States
0|+|UDG.L|Services|LSE|Ireland
0|+|MLACP.PA|Healthcare|Paris|France
0|+|AMS.L|Healthcare|LSE|United Kingdom
0|+|AKR.L|Healthcare|LSE|United States
0|+|0593.HK|Healthcare|HKSE|Hong Kong
0|+|ATEC|Healthcare|NasdaqGS|United States
0|+|AMP.MI|Healthcare|Milan|Italy
0|+|ANGO|Healthcare|NasdaqGS|United States
0|+|ANN.AX|Healthcare|ASX|Australia
0|+|ATRS|Healthcare|NasdaqCM|United States
0|+|0899.HK|Healthcare|HKSE|Hong Kong
0|+|ATRC|Healthcare|NasdaqGM|United States
0|+|ATRI|Healthcare|NasdaqGS|United States
0|+|BTL.DE|Healthcare|XETRA|United States
0|+|TGYM.MI|Healthcare|Milan|Italy
0|+|BAX|Healthcare|NYSE|United States
0|+|BDX|Healthcare|NYSE|United States
0|+|BIOL|Healthcare|NasdaqCM|United States
0|+|BMRA|Healthcare|OTC BB|United States
0|+|BIOT.ST|Healthcare|Stockholm|Sweden
0|+|BVX|Healthcare|NYSE MKT|United States
0|+|CMN|Healthcare|NYSE|United States
0|+|CRDC|Healthcare|NasdaqCM|United States
0|+|ALCAR.PA|Healthcare|Paris|France
0|+|CASM|Healthcare|NasdaqCM|United States
0|+|CSURGSU.BO|Healthcare|BSE|India
0|+|1164.HK|Healthcare|HKSE|Hong Kong
0|+|0512.HK|Healthcare|HKSE|Hong Kong
0|+|CLV.AX|Healthcare|ASX|Australia
0|+|CMP.AX|Healthcare|ASX|Australia
0|+|CFMS|Healthcare|NasdaqGS|United States
0|+|BCR|Healthcare|NYSE|United States
0|+|ALCJ.PA|Healthcare|Paris|France
0|+|DXR|Healthcare|NYSE MKT|United States
0|+|XRAY|Healthcare|NasdaqGS|United States
0|+|DSCI|Healthcare|NasdaqCM|United States
0|+|0943.HK|Healthcare|HKSE|Hong Kong
0|+|EKSOD|Healthcare|Other OTC|United States
0|+|ELOS-B.ST|Healthcare|Stockholm|Sweden
0|+|ECIA|Healthcare|Other OTC|United States
0|+|ELGX|Healthcare|NasdaqGS|United States
0|+|ENTL|Healthcare|NasdaqGM|United States
0|+|ERB|Healthcare|NYSE MKT|United States
0|+|ERG.V|Healthcare|TSXV|Canada
0|+|EI.PA|Healthcare|Paris|France
0|+|GXI.DE|Healthcare|XETRA|Germany
0|+|GETI-B.ST|Healthcare|Stockholm|Sweden
0|+|GKB.BO|Healthcare|BSE|India
0|+|GKOS|Healthcare|NYSE|United States
0|+|0801.HK|Healthcare|HKSE|China
0|+|HAE|Healthcare|NYSE|United States
0|+|HYH|Healthcare|NYSE|United States
0|+|HBIO|Healthcare|NasdaqGM|United States
0|+|HTWR|Healthcare|NasdaqGS|United States
0|+|HRC|Healthcare|NYSE|United States
0|+|8143.HK|Healthcare|HKSE|Hong Kong
0|+|HDII|Healthcare|Other OTC|United States
0|+|ALICR.PA|Healthcare|Paris|France
0|+|ICUI|Healthcare|NasdaqGS|United States
0|+|IMRSQ|Healthcare|Other OTC|Canada
0|+|INGN|Healthcare|NasdaqGS|United States
0|+|PODD|Healthcare|NasdaqGS|United States
0|+|IART|Healthcare|NasdaqGS|United States
0|+|IVTY|Healthcare|NasdaqGM|United States
0|+|IRSB|Healthcare|Other OTC|United States
0|+|ISR|Healthcare|NYSE MKT|United States
0|+|IMSU|Healthcare|Other OTC|United States
0|+|ITD.AX|Healthcare|ASX|Australia
0|+|LAKE|Healthcare|NasdaqGM|United States
0|+|LMAT|Healthcare|NasdaqGM|United States
0|+|LMNX|Healthcare|NasdaqGS|United States
0|+|M7T.AX|Healthcare|ASX|United States
0|+|MDHI|Healthcare|Other OTC|United States
0|+|MLA.AX|Healthcare|ASX|Australia
0|+|MLMFI.PA|Healthcare|Paris|Belgium
0|+|ALMED.PA|Healthcare|Paris|France
0|+|MGZ.AX|Healthcare|ASX|Australia
0|+|MPSP|Healthcare|Other OTC|United States
0|+|MMSI|Healthcare|NasdaqGS|United States
0|+|MLAB|Healthcare|NasdaqGS|United States
0|+|MTD|Healthcare|NYSE|United States
0|+|MLSS|Healthcare|NYSE MKT|United States
0|+|NAN.AX|Healthcare|ASX|Australia
0|+|NEPH|Healthcare|OTC BB|United States
0|+|NURO|Healthcare|NasdaqCM|United States
0|+|NURO|Healthcare|NasdaqCM|United States
0|+|ODX.L|Healthcare|LSE|United Kingdom
0|+|OSUR|Healthcare|NasdaqGS|United States
0|+|ORTI-A.ST|Healthcare|Stockholm|Sweden
0|+|ORTI-B.ST|Healthcare|Stockholm|Sweden
0|+|0239.HK|Healthcare|HKSE|Hong Kong
0|+|1180.HK|Healthcare|HKSE|Hong Kong
0|+|PIX.PA|Healthcare|Paris|France
0|+|POLYMED.NS|Healthcare|NSE|India
0|+|PEYE|Healthcare|Other OTC|United States
0|+|LENS|Healthcare|NasdaqGM|Ireland
0|+|PM.V|Healthcare|TSXV|Canada
0|+|PDEX|Healthcare|NasdaqCM|United States
0|+|QTXB|Healthcare|Other OTC|United States
0|+|REMI|Healthcare|OTC BB|Belgium
0|+|REPR|Healthcare|Other OTC|United States
0|+|RMD.AX|Healthcare|ASX|United States
0|+|RVP|Healthcare|NYSE MKT|United States
0|+|RMCP|Healthcare|Other OTC|United States
0|+|RXSF|Healthcare|OTC BB|United States
0|+|SFL.MI|Healthcare|Milan|Italy
0|+|SDI.AX|Healthcare|ASX|Australia
0|+|SECI|Healthcare|Other OTC|United States
0|+|SHREEPAC.BO|Healthcare|BSE|India
0|+|SEYE|Healthcare|Other OTC|United States
0|+|SKLN|Healthcare|NasdaqCM|United States
0|+|SPANDIAQ.BO|Healthcare|BSE|India
0|+|STAA|Healthcare|NasdaqGM|United States
0|+|SSKN|Healthcare|NasdaqCM|United States
0|+|SSKN|Healthcare|NasdaqCM|United States
0|+|SSRG|Healthcare|NasdaqGM|United States
0|+|TNDM|Healthcare|NasdaqGM|United States
0|+|TECPO.BO|Healthcare|BSE|India
0|+|TFX|Healthcare|NYSE|United States
0|+|COO|Healthcare|NYSE|United States
0|+|TRXC|Healthcare|NYSE MKT|United States
0|+|TRXC|Healthcare|NYSE MKT|United States
0|+|TSTL.L|Healthcare|LSE|United Kingdom
0|+|TOS.TO|Healthcare|Toronto|Canada
0|+|UNS.AX|Healthcare|ASX|United States
0|+|UNIS|Healthcare|NasdaqGM|United States
0|+|0399.HK|Healthcare|HKSE|Hong Kong
0|+|UEEC|Healthcare|Other OTC|United States
0|+|UTMD|Healthcare|NasdaqGS|United States
0|+|VPT.V|Healthcare|TSXV|Canada
0|+|ALVXM.PA|Healthcare|Paris|France
0|+|VGL.V|Healthcare|TSXV|Canada
0|+|0897.HK|Healthcare|HKSE|Hong Kong
0|+|WAT|Healthcare|NYSE|United States
0|+|WST|Healthcare|NYSE|United States
0|+|0570.HK|Healthcare|HKSE|Hong Kong
0|+|0455.HK|Healthcare|HKSE|Hong Kong
0|+|3DM.AX|Healthcare|ASX|United States
0|+|INFU|Healthcare|NYSE MKT|United States
0|+|ABAX|Healthcare|NasdaqGS|United States
0|+|AXDX|Healthcare|NasdaqCM|United States
0|+|A|Healthcare|NYSE|United States
0|+|ALR|Healthcare|NYSE|United States
0|+|AIQ|Healthcare|NasdaqGM|United States
0|+|ALOG|Healthcare|NasdaqGS|United States
0|+|AGL.L|Healthcare|LSE|United Kingdom
0|+|BGMD|Healthcare|NasdaqCM|United States
0|+|BIO|Healthcare|NYSE|United States
0|+|BIOC|Healthcare|NasdaqCM|United States
0|+|BIM.PA|Healthcare|Paris|France
0|+|ALBIO.PA|Healthcare|Paris|France
0|+|BEAT|Healthcare|NasdaqGS|United States
0|+|BRKR|Healthcare|NasdaqGS|United States
0|+|CRAD-B.ST|Healthcare|Stockholm|Sweden
0|+|COG.L|Healthcare|LSE|United Kingdom
0|+|CGIX|Healthcare|NasdaqCM|United States
0|+|CBIS|Healthcare|Other OTC|United States
0|+|CANL|Healthcare|Other OTC|United States
0|+|AFX.DE|Healthcare|XETRA|Germany
0|+|CEVI.ST|Healthcare|Stockholm|Sweden
0|+|CRL|Healthcare|NYSE|United States
0|+|CHEK|Healthcare|NasdaqCM|Israel
0|+|CO|Healthcare|NYSE|Hong Kong
0|+|8250.HK|Healthcare|HKSE|Hong Kong
0|+|CHOKSILA.BO|Healthcare|BSE|India
0|+|CBMX|Healthcare|NasdaqCM|United States
0|+|COV.OL|Healthcare|Oslo|Sweden
0|+|CBAI|Healthcare|Other OTC|United States
0|+|P8A.SI|Healthcare|SES|Singapore
0|+|CBAT|Healthcare|Other OTC|United States
0|+|CTE.AX|Healthcare|ASX|Australia
0|+|CTSO|Healthcare|NasdaqCM|United States
0|+|CTSO|Healthcare|NasdaqCM|United States
0|+|CTSO|Healthcare|NasdaqCM|United States
0|+|DXCM|Healthcare|NasdaqGS|United States
0|+|DDXSD|Healthcare|Other OTC|United States
0|+|DIA.MI|Healthcare|Milan|Italy
0|+|SBN.AX|Healthcare|ASX|Australia
0|+|DOLPHMED.BO|Healthcare|BSE|India
0|+|LALPATHLAB.NS|Healthcare|NSE|India
0|+|ENZ|Healthcare|NYSE|United States
0|+|ERF.PA|Healthcare|Paris|Luxembourg
0|+|ERFNV.PA|Healthcare|Paris|France
0|+|EXAS|Healthcare|NasdaqCM|United States
0|+|EXO.L|Healthcare|LSE|United Kingdom
0|+|FLDM|Healthcare|NasdaqGS|United States
0|+|FMI|Healthcare|NasdaqGS|United States
0|+|GES.V|Healthcare|TSXV|Canada
0|+|GNLKQ|Healthcare|Other OTC|United States
0|+|GEN.TO|Healthcare|Toronto|Canada
0|+|GSS.AX|Healthcare|ASX|Australia
0|+|GTG.AX|Healthcare|ASX|Australia
0|+|GHDX|Healthcare|NasdaqGS|United States
0|+|GBSN|Healthcare|NasdaqCM|United States
0|+|HSKA|Healthcare|NasdaqCM|United States
0|+|HTGM|Healthcare|NasdaqGM|United States
0|+|ICLR|Healthcare|NasdaqGS|Ireland
0|+|KANG|Healthcare|NasdaqGS|China
0|+|IDL.V|Healthcare|TSXV|Canada
0|+|IMM.V|Healthcare|TSXV|Canada
0|+|IDX.AX|Healthcare|ASX|Australia
0|+|INIS|Healthcare|OTC BB|United States
0|+|NVTA|Healthcare|NYSE|United States
0|+|LH|Healthcare|NYSE|United States
0|+|DRIO|Healthcare|NasdaqCM|Israel
0|+|2898.HK|Healthcare|HKSE|Hong Kong
0|+|LO3.DE|Healthcare|XETRA|Switzerland
0|+|0QNO.L|Healthcare|LSE|Switzerland
0|+|MBI.V|Healthcare|TSXV|Canada
0|+|ALMDT.PA|Healthcare|Paris|France
0|+|MEDICAB.MX|Healthcare|Mexico|Mexico
0|+|MEDINOV.BO|Healthcare|BSE|India
0|+|MDIT|Healthcare|OTC BB|United States
0|+|MDIT|Healthcare|OTC BB|United States
0|+|MDIT|Healthcare|OTC BB|United States
0|+|MMTC|Healthcare|Other OTC|United States
0|+|MMTC|Healthcare|Other OTC|United States
0|+|MOM.V|Healthcare|TSXV|Canada
0|+|NN6.DE|Healthcare|XETRA|Germany
0|+|NSPH|Healthcare|NasdaqCM|United States
0|+|NTRA|Healthcare|NasdaqGS|United States
0|+|NATTO.OL|Healthcare|Oslo|Norway
0|+|NEO|Healthcare|NasdaqCM|United States
0|+|NDQ.TO|Healthcare|Toronto|Canada
0|+|NVDQ|Healthcare|NasdaqGM|Canada
0|+|OBJ.AX|Healthcare|ASX|Australia
0|+|OSL.AX|Healthcare|ASX|Australia
0|+|OPGN|Healthcare|NasdaqCM|United States
0|+|ONVO|Healthcare|NYSE MKT|United States
0|+|OXI.PA|Healthcare|Paris|United States
0|+|OXIS|Healthcare|Other OTC|United States
0|+|PEB.NZ|Healthcare|NZSE|New Zealand
0|+|PRXL|Healthcare|NasdaqGS|United States
0|+|PKI|Healthcare|NYSE|United States
0|+|PAA.AX|Healthcare|ASX|Australia
0|+|PSID|Healthcare|Other OTC|United States
0|+|PRAH|Healthcare|NasdaqGS|United States
0|+|NIPT.L|Healthcare|LSE|United Kingdom
0|+|PRM.L|Healthcare|LSE|United Kingdom
0|+|PMD|Healthcare|NasdaqCM|United States
0|+|0H1Z.L|Healthcare|LSE|Netherlands
0|+|QIA.DE|Healthcare|XETRA|Netherlands
0|+|DGX|Healthcare|NYSE|United States
0|+|Q|Healthcare|NYSE|United States
0|+|RDNT|Healthcare|NasdaqGM|United States
0|+|RGDXQ|Healthcare|Other OTC|United States
0|+|ROKA|Healthcare|NasdaqGM|United States
0|+|ROSG|Healthcare|NasdaqCM|Israel
0|+|SVA.V|Healthcare|TSXV|Canada
0|+|SGNL|Healthcare|NasdaqCM|United States
0|+|EDT.TO|Healthcare|Toronto|Canada
0|+|SPEX|Healthcare|NasdaqCM|United States
0|+|SQD.V|Healthcare|TSXV|Canada
0|+|SSI.PA|Healthcare|Paris|France
0|+|SOBI.ST|Healthcare|Stockholm|Sweden
0|+|LIO1.DE|Healthcare|XETRA|Germany
0|+|TTOO|Healthcare|NasdaqGM|United States
0|+|TDL.AX|Healthcare|ASX|Australia
0|+|TLB.TO|Healthcare|Toronto|United States
0|+|TEAR|Healthcare|NasdaqCM|United States
0|+|ALTER.PA|Healthcare|Paris|France
0|+|TMOS34.SA|Healthcare|Sao Paolo|United States
0|+|TMO|Healthcare|NYSE|United States
0|+|TROV|Healthcare|NasdaqCM|United States
0|+|VRTT|Healthcare|OTC BB|United States
0|+|VIMTALABS.NS|Healthcare|NSE|India
0|+|VNRX|Healthcare|NYSE MKT|Singapore
0|+|VHT.AX|Healthcare|ASX|New Zealand
0|+|WGBS|Healthcare|NasdaqCM|United States
0|+|LMNK|Healthcare|Other OTC|United States
0|+|LMNK|Healthcare|Other OTC|United States
0|+|CAS|Industrial Goods|NYSE|United States
0|+|ABCBEARS.BO|Industrial Goods|BSE|India
0|+|DRX.TO|Industrial Goods|Toronto|Canada
0|+|ADTYFRG.BO|Industrial Goods|BSE|India
0|+|ATI|Industrial Goods|NYSE|United States
0|+|A13.SI|Industrial Goods|SES|Singapore
0|+|M1P.SI|Industrial Goods|SES|Singapore
0|+|ARCW|Industrial Goods|NasdaqCM|United States
0|+|ARCOTECH.BO|Industrial Goods|BSE|India
0|+|BEKB.BR|Industrial Goods|Brussels|Belgium
0|+|BILENERGY.NS|Industrial Goods|NSE|India
0|+|BIS.AX|Industrial Goods|ASX|Australia
0|+|MPITR.AT|Industrial Goods|Athens|Greece
0|+|BLOIN.BO|Industrial Goods|BSE|India
0|+|BMT.L|Industrial Goods|LSE|United Kingdom
0|+|BMTO.L|Industrial Goods|LSE|United Kingdom
0|+|CARNATIN.BO|Industrial Goods|BSE|India
0|+|CRS|Industrial Goods|NYSE|United States
0|+|GTLS|Industrial Goods|NasdaqGS|United States
0|+|C50.SI|Industrial Goods|SES|Singapore
0|+|CSTM|Industrial Goods|NYSE|Netherlands
0|+|2415.TW|Industrial Goods|Taiwan|Taiwan
0|+|CYM.V|Industrial Goods|TSXV|Canada
0|+|CYM.V|Industrial Goods|TSXV|Canada
0|+|BOOM|Industrial Goods|NasdaqGS|United States
0|+|ELFORGE.BO|Industrial Goods|BSE|India
0|+|ELECTHERM.NS|Industrial Goods|NSE|India
0|+|BRSS|Industrial Goods|NYSE|United States
0|+|GHM|Industrial Goods|NYSE|United States
0|+|XAKO.AT|Industrial Goods|Athens|Greece
0|+|HAYN|Industrial Goods|NasdaqGS|United States
0|+|HIHO|Industrial Goods|NasdaqCM|Hong Kong
0|+|HILTON.BO|Industrial Goods|BSE|India
0|+|HILTON.NS|Industrial Goods|NSE|India
0|+|M14.SI|Industrial Goods|SES|Singapore
0|+|IVX.V|Industrial Goods|TSXV|Canada
0|+|INVPRECQ.BO|Industrial Goods|BSE|India
0|+|KIRLFER.BO|Industrial Goods|BSE|India
0|+|1517.TW|Industrial Goods|Taiwan|Taiwan
0|+|0255.HK|Industrial Goods|HKSE|Hong Kong
0|+|L09.SI|Industrial Goods|SES|Hong Kong
0|+|MAGNAELQ.BO|Industrial Goods|BSE|India
0|+|MSCTC.BO|Industrial Goods|BSE|India
0|+|MGL.NZ|Industrial Goods|NZSE|New Zealand
0|+|AHMEDFORG.NS|Industrial Goods|NSE|India
0|+|MIB.V|Industrial Goods|TSXV|Canada
0|+|MMFL.NS|Industrial Goods|NSE|India
0|+|MLI|Industrial Goods|NYSE|United States
0|+|G0I.SI|Industrial Goods|SES|Singapore
0|+|5GF.SI|Industrial Goods|SES|Singapore
0|+|NITINALOY.BO|Industrial Goods|BSE|India
0|+|NOEJ.DE|Industrial Goods|XETRA|Germany
0|+|OML.V|Industrial Goods|TSXV|United States
0|+|ORIENTREF.NS|Industrial Goods|NSE|India
0|+|PENPEBS.NS|Industrial Goods|NSE|India
0|+|PRADPME.BO|Industrial Goods|BSE|India
0|+|PCOM-B.ST|Industrial Goods|Stockholm|Sweden
0|+|PROF-B.ST|Industrial Goods|Stockholm|Sweden
0|+|PSL.NS|Industrial Goods|NSE|India
0|+|RJKMRFR.BO|Industrial Goods|BSE|India
0|+|RAPICUT.BO|Industrial Goods|BSE|India
0|+|RISHILASE.BO|Industrial Goods|BSE|India
0|+|ROHITFERRO.BO|Industrial Goods|BSE|India
0|+|RYI|Industrial Goods|NYSE|United States
0|+|SMT.TO|Industrial Goods|Toronto|Canada
0|+|SHLO|Industrial Goods|NasdaqGS|United States
0|+|3376.TW|Industrial Goods|Taiwan|Taiwan
0|+|SHBCLQ.BO|Industrial Goods|BSE|India
0|+|SGFL.NS|Industrial Goods|NSE|India
0|+|SHRGLTR.BO|Industrial Goods|BSE|India
0|+|SPSL.BO|Industrial Goods|BSE|India
0|+|SIF|Industrial Goods|NYSE MKT|United States
0|+|SIC.V|Industrial Goods|TSXV|Canada
0|+|1020.HK|Industrial Goods|HKSE|China
0|+|SNL.BO|Industrial Goods|BSE|India
0|+|TPCS|Industrial Goods|Other OTC|United States
0|+|TPCS|Industrial Goods|Other OTC|United States
0|+|TS|Industrial Goods|NYSE|Luxembourg
0|+|V69.SI|Industrial Goods|SES|Singapore
0|+|VMI|Industrial Goods|NYSE|United States
0|+|VBCFERROQ.BO|Industrial Goods|BSE|India
0|+|VRS.L|Industrial Goods|LSE|United Kingdom
0|+|VISHMEL.BO|Industrial Goods|BSE|India
0|+|6235.TW|Industrial Goods|Taiwan|Taiwan
0|+|0505.HK|Industrial Goods|HKSE|Hong Kong
0|+|ZENITHBIR.NS|Industrial Goods|NSE|India
0|+|ARL.DE|Financial|XETRA|Germany
0|+|1288.HK|Financial|HKSE|China
0|+|ALBK.NS|Financial|NSE|India
0|+|ALPHA.AT|Financial|Athens|Greece
0|+|ANDHRABANK.BO|Financial|BSE|India
0|+|ANZ.AX|Financial|ASX|Australia
0|+|ANZ.NZ|Financial|NZSE|Australia
0|+|ARBB.L|Financial|LSE|United Kingdom
0|+|ATMA.L|Financial|LSE|British Virgin Islands
0|+|TATT.AT|Financial|Athens|Greece
0|+|AURG.OL|Financial|Oslo|Norway
0|+|AZA.ST|Financial|Stockholm|Sweden
0|+|AXISBANK.BO|Financial|BSE|India
0|+|AXISBANK.NS|Financial|NSE|India
0|+|CRG.MI|Financial|Milan|Italy
0|+|CRGR.MI|Financial|Milan|Italy
0|+|BFE.MI|Financial|Milan|Italy
0|+|BGN.MI|Financial|Milan|Italy
0|+|IF.MI|Financial|Milan|Italy
0|+|BIM.MI|Financial|Milan|Italy
0|+|BMED.MI|Financial|Milan|Italy
0|+|BMPS.MI|Financial|Milan|Italy
0|+|BPE.MI|Financial|Milan|Italy
0|+|BPG.DE|Financial|XETRA|Italy
0|+|PMI.MI|Financial|Milan|Italy
0|+|BPSO.MI|Financial|Milan|Italy
0|+|PRO.MI|Financial|Milan|Italy
0|+|BST.MI|Financial|Milan|Italy
0|+|DAYC4.SA|Financial|Sao Paolo|Brazil
0|+|BDB.MI|Financial|Milan|Italy
0|+|BDBR.MI|Financial|Milan|Italy
0|+|BSRP.MI|Financial|Milan|Italy
0|+|BHIP.BA|Financial|Buenos Aires|Argentina
0|+|BMA.BA|Financial|Buenos Aires|Argentina
0|+|BPAT.BA|Financial|Buenos Aires|Argentina
0|+|BP.MI|Financial|Milan|Italy
0|+|BSBRN.MX|Financial|Mexico|Brazil
0|+|SANB3.SA|Financial|Sao Paolo|Brazil
0|+|SANB4.SA|Financial|Sao Paolo|Brazil
0|+|BRIO.BA|Financial|Buenos Aires|Argentina
0|+|BRIO6.BA|Financial|Buenos Aires|Argentina
0|+|BNC.L|Financial|LSE|Spain
0|+|BSD2.DE|Financial|XETRA|Spain
0|+|BSDK.DE|Financial|XETRA|Spain
0|+|SAN.MX|Financial|Mexico|Spain
0|+|SANT.MI|Financial|Milan|Spain
0|+|STD.BA|Financial|Buenos Aires|Spain
0|+|BSAC|Financial|NYSE|Chile
0|+|BEES3.SA|Financial|Sao Paolo|Brazil
0|+|BBDN.MX|Financial|Mexico|Brazil
0|+|BAC|Financial|NYSE|United States
0|+|BAC.L|Financial|LSE|United States
0|+|BAC.MX|Financial|Mexico|United States
0|+|NCB.DE|Financial|XETRA|United States
0|+|BANKBARODA.NS|Financial|NSE|India
0|+|3988.HK|Financial|HKSE|China
0|+|3328.HK|Financial|HKSE|China
0|+|BOC.AT|Financial|Athens|Cyprus
0|+|0023.HK|Financial|HKSE|Hong Kong
0|+|BGEO.L|Financial|LSE|United Kingdom
0|+|TELL.AT|Financial|Athens|Greece
0|+|BANKINDIA.NS|Financial|NSE|India
0|+|BIR.DE|Financial|XETRA|Ireland
0|+|BKIR.L|Financial|LSE|Ireland
0|+|2836.TW|Financial|Taiwan|Taiwan
0|+|MAHABANK.BO|Financial|BSE|India
0|+|MAHABANK.NS|Financial|NSE|India
0|+|BMO|Financial|NYSE|Canada
0|+|BMO.TO|Financial|Toronto|Canada
0|+|BKN.DE|Financial|XETRA|Canada
0|+|BNS-PQ.TO|Financial|Toronto|Canada
0|+|BNS-PR.TO|Financial|Toronto|Canada
0|+|BNS.MX|Financial|Mexico|Canada
0|+|BNS.TO|Financial|Toronto|Canada
0|+|BOQ.AX|Financial|ASX|Australia
0|+|BKM.L|Financial|LSE|Oman
0|+|BNB.BR|Financial|Brussels|Belgium
0|+|BARC.L|Financial|LSE|United Kingdom
0|+|BCSN.MX|Financial|Mexico|United Kingdom
0|+|BCY.DE|Financial|XETRA|United Kingdom
0|+|BCY2.DE|Financial|XETRA|United Kingdom
0|+|BBCN|Financial|NasdaqGS|United States
0|+|BBVA.DE|Financial|XETRA|Spain
0|+|BBVA.MX|Financial|Mexico|Spain
0|+|BOY.DE|Financial|XETRA|Spain
0|+|BVA.L|Financial|LSE|Spain
0|+|FRAN.BA|Financial|Buenos Aires|Argentina
0|+|BCB.L|Financial|LSE|Belize
0|+|BAZA3.SA|Financial|Sao Paolo|Brazil
0|+|BBDC3.SA|Financial|Sao Paolo|Brazil
0|+|BEN.AX|Financial|ASX|Australia
0|+|BHBK|Financial|NasdaqGS|United States
0|+|BNP.DE|Financial|XETRA|France
0|+|BNP.MI|Financial|Milan|France
0|+|BNP.PA|Financial|Paris|France
0|+|BNPH.DE|Financial|XETRA|France
0|+|2388.HK|Financial|HKSE|Hong Kong
0|+|BLMT|Financial|NasdaqCM|United States
0|+|CAT31.PA|Financial|Paris|France
0|+|CM.TO|Financial|Toronto|Canada
0|+|CM|Financial|NYSE|Canada
0|+|CWB.TO|Financial|Toronto|Canada
0|+|CANBK.NS|Financial|NSE|India
0|+|CECB|Financial|Other OTC|United States
0|+|CENTRALBK.BO|Financial|BSE|India
0|+|CENTRALBK.NS|Financial|NSE|India
0|+|2801.TW|Financial|Taiwan|Taiwan
0|+|0998.HK|Financial|HKSE|China
0|+|0939.HK|Financial|HKSE|China
0|+|3968.HK|Financial|HKSE|China
0|+|1988.HK|Financial|HKSE|China
0|+|1111.HK|Financial|HKSE|Hong Kong
0|+|3618.HK|Financial|HKSE|China
0|+|CC.PA|Financial|Paris|France
0|+|C.BA|Financial|Buenos Aires|United States
0|+|C.MX|Financial|Mexico|United States
0|+|CTGP34F.SA|Financial|Sao Paolo|United States
0|+|C|Financial|NYSE|United States
0|+|CUB.NS|Financial|NSE|India
0|+|COM.DE|Financial|XETRA|Germany
0|+|CMA|Financial|NYSE|United States
0|+|CBQS.L|Financial|LSE|Qatar
0|+|CBK.DE|Financial|XETRA|Germany
0|+|CZB.L|Financial|LSE|Germany
0|+|CBA.AX|Financial|ASX|Australia
0|+|CWW.DE|Financial|XETRA|Australia
0|+|MLFMM.PA|Financial|Paris|France
0|+|CBKM|Financial|Other OTC|United States
0|+|CORPBANK.BO|Financial|BSE|India
0|+|CORPBANK.NS|Financial|NSE|India
0|+|CAF.PA|Financial|Paris|France
0|+|BAP|Financial|NYSE|Bermuda
0|+|CRBP2.PA|Financial|Paris|France
0|+|ACA.MI|Financial|Milan|France
0|+|MLCFM.PA|Financial|Paris|Monaco
0|+|CSX.DE|Financial|XETRA|Switzerland
